Date,Symbol,Series,Prev Close,open,high,low,last,close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,signal,quantity,netWorth,balance
1996-08-23,BLUEDART,EQ,65.3,65.5,65.5,64.25,,64.25,64.88,200,1297500000.0,,,,sell,439.8446018701707,48999.647954160566,20737.286897734648
1996-08-26,BLUEDART,EQ,64.25,65.15,65.15,62.25,,62.25,63.38,1600,10140500000.0,,,,buy,512.7111558854788,48117.61336415277,16196.80796729427
1996-08-27,BLUEDART,EQ,62.25,64.9,65.5,64.9,,65.5,65.4,1100,7194000000.0,,,,sell,436.3591189487604,49779.388677793126,21192.865328229967
1996-08-28,BLUEDART,EQ,65.5,67.75,67.8,67.75,,67.8,67.77,300,2033000000.0,,,,sell,177.3707541522581,50778.01359295592,38734.717050299616
1996-08-29,BLUEDART,EQ,67.8,67.45,68.0,67.45,,68.0,67.79,500,3389500000.0,,,,buy,392.9089808797094,50795.928332653166,24063.46103341546
1996-08-30,BLUEDART,EQ,68.0,67.25,67.25,67.25,,67.25,67.25,100,672500000.0,,,,sell,106.1356232169374,50486.589997575924,43329.68382793406
1996-09-02,BLUEDART,EQ,67.25,65.0,70.0,65.0,,68.0,68.17,600,4090000000.0,,,,sell,59.00744057311115,50546.9062066858,46531.19553129446
1996-09-03,BLUEDART,EQ,68.0,66.55,68.0,66.0,,68.0,66.64,1100,7330500000.0,,,,sell,25.641042842111567,50543.70149026602,48797.84166195673
1996-09-04,BLUEDART,EQ,68.0,66.0,66.0,66.0,,66.0,66.0,100,660000000.0,,,,buy,631.9329768765805,50490.15048953609,8742.55874803551
1996-09-05,BLUEDART,EQ,66.0,67.0,67.0,67.0,,67.0,67.0,100,670000000.0,,,,sell,536.7301695342329,51082.0681987664,15114.768251880858
