Date,Symbol,Series,Prev Close,open,high,low,Last,close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,signal,quantity,netWorth,balance
2010-03-05,ADANIPOWER,EQ,107.3,108.0,108.8,107.1,107.95,107.9,108.05,786220,8495096625000.0,,418231,0.532,sell,24.566133660115497,102071.72731606662,99327.2580280876
2010-03-08,ADANIPOWER,EQ,107.9,110.0,111.5,108.0,108.6,108.2,109.2,805739,8798979565000.0,,344083,0.427,buy,411.384569511874,101985.31369011209,57431.64951416817
2010-03-09,ADANIPOWER,EQ,108.2,109.35,109.5,107.6,109.4,109.15,108.54,419592,4554247465000.0,,277596,0.6616,sell,194.9255273684263,102334.27527638923,81034.52745967553
2010-03-10,ADANIPOWER,EQ,109.15,102.0,109.0,102.0,108.0,108.1,108.26,323923,3506914590000.0,,185875,0.5738000000000001,sell,57.05288002684955,102105.97696820242,95923.65660412236
2010-03-11,ADANIPOWER,EQ,108.1,107.0,109.75,106.0,109.75,109.4,108.18,1017556,11008280490000.0,,428985,0.4216,buy,442.8744681309068,102165.24167905969,53672.56598379991
2010-03-12,ADANIPOWER,EQ,109.4,108.9,110.25,108.55,109.95,109.95,109.68,971111,10651049385000.0,,730367,0.7521,sell,393.4071478062504,102366.61375479311,59106.05892162619
2010-03-15,ADANIPOWER,EQ,109.95,109.35,110.1,108.5,110.0,110.0,109.75,634555,6963984690000.001,,421892,0.6648999999999999,sell,55.69050440908342,102380.84518031373,96217.74086454087
2010-03-16,ADANIPOWER,EQ,110.0,109.0,114.9,109.0,114.55,113.05,112.18,2459826,27593489550000.0,,1801641,0.7323999999999999,buy,831.1832298232741,102513.55238798776,8460.618803858539
2010-03-17,ADANIPOWER,EQ,113.05,114.75,115.7,112.1,112.85,112.7,113.84,1360081,15482805310000.0,,559053,0.411,buy,835.1763398327339,102134.96880494154,8010.145282294357
2010-03-18,ADANIPOWER,EQ,112.7,113.9,115.0,111.5,114.1,114.5,113.63,995116,11307153465000.0,,662498,0.6657,sell,689.1816528744225,103637.83619314239,24709.820547364285
